CVA6-Gdula-P1-AY421764	CVA6	2611
CVA12-Texas12-AY421768	CVA12	2580
CVA10-Kowalik-AY421767	CVA10	2586
CV-A2-Fleetwood-AY421760	CVA2	2671
CVA3-Olson-AY421761	CVA3	2659
EVA71-BrCr-U22521	EVA71	2650
CVA16-Taiwan-AF177911	CVA16	2671
EVA120-MAD-2741-11-LK021688	EVA120	2671
CVA7-Parker-AY421765	CVA7	2671
CVA14-G14-AY421769	CVA14	2671
CVA4-High-Ponit-AY421762	CVA4	2671
CVA16-G10-U05876	CVA16	2671
EVA114-V13-0285-KU355876	EVA114	2671
CVA5-Swartz-AY421763	CVA5	2671
CVA8-Donovan-AY421766	CVA8	2671
EVA90-BAN99-AY697460	EVA90	2671
EVA91-BAN00-AY697461	EVA91	2671
EVA121-V13-0682-KU355877	EVA121	2609
EVA89-BAN00-AY697459	EVA89	2593
EVA76-FRA91-AY697458	EVA76	2602
EVA92_USA_GA99-EF667344	EVA92	2584
E2-Cornelis-AY302545	E2	2589
E32-PR10-AY302555	E32	2584
E24-DeCamp-AY302548	E24	2586
E31-Caldwell-AY302554	E31	2586
E20-JV1-AY302546	E20	2547
E33-Toluca3-AY302556	E33	2547
E29-JV10-AY302552	E29	2600
EVB69-Toluca1-AY302560	EVB69	2562
E19-Burke-AY302544	E19	2586
EVB73-CA55-1988-AF241359	EVB73	2562
E5-Noyce-AF083069	E5	2595
CVB3-Nancy-M88483	CVB3	2562
E17-CHHE-AY302543	E17	2577
E9-Hill-X84981	E9	2586
E18-Metcalf-AF317694	E18	2574
CVA9-Griggs-D00627	CVA9	2598
E21-Farina-AY302547	E21	2580
E4-Pesacek-AY302557	E4	2547
CVB5-Faulkner-AF114383	CVB5	2553
CVB1-Japan-M16560	CVB1	2544
CVB2-Ohio-1-AF085363	CVB2	2559
CVB2-Ohio-AF081485	CVB2	2559
E15-Ch96-51-AY302541	E15	2589
EVB83-USA_CA76-10392-AY843301	EVB83	2547
EVB80-USA_CA67-10387-AY843298	EVB80	2580
EVB81-USA_CA68-10398-AY843299	EVB81	2571
E11-Gregory-X80059	E11	2583
E7-Wallace-AY036579	E7	2580
EVB82-USA_CA64-10390-AY843300	EVB82	2583
EVB79-USA10384-AY843297	EVB79	2580
E14-Tow-AY302540	Human E14	2598
E3-Morrisey-AY302553	E3	2580
E6-DAmori-AY302558	E6	2571
E26-Coronel-AY302550	E26	2577
